Name,Elevation (m),lat,lon
Vorderer Feuerkogel,2955,47.0558888,10.8913922
Unknown,2940,47.057336,10.8923946
Dristenkogel,2996,47.0626184,10.888609
Grießkogel,2980,47.066489,10.8857435
Langkarlesschneid,3044,47.0730837,10.8859935
Plattigkogel,3092,47.0769224,10.885519
Hohe Seite,2852,47.0866807,10.9007621
Gleirscher Fernerkogel,3189,47.113872,11.0635644
Kreuzjöchel,2589,47.113908,10.731418
Weiter Karkopf,2777,47.162385,10.836638
Blockkogel,3098,47.0853872,10.8805947
Hairlacher Seekopf,3040,47.0986125,10.860518
Riegelkopf,2945,47.1352914,10.8264938
Brechkogel,2918,47.1480317,10.8326682
Murmentenkarspitze,2784,47.1522562,10.8299411
Ölgrubenkopf,3392,46.906448,10.775308
Vordere Ölgrubenspitze,3456,46.9082376,10.7734316
Bliggspitze,3454,46.91803,10.786113
Eiskastenspitze,3373,46.92972,10.791755
Südlicher Hapmeskopf,3240,46.9450406,10.7822154
Nördlicher Hapmeskopf,3292,46.94926,10.784343
Löcherkogel,3326,46.9591154,10.7911277
Rostizkogel,3392,46.968728,10.7949315
Unknown,3291,46.973019,10.7994751
Watzespitze,3532,46.9896687,10.7953848
Unknown,3232,47.0015461,10.793775
Mittlerer Sonnenkogel,3130,47.023398,10.814683
Östlicher Sonnenkogel,3163,47.0245655,10.8210763
Großer Dristkogel,3059,47.049987,10.801183
Kleiner Dristkogel,2934,47.0546,10.800658
Wallfahrtsköpfl,2850,47.058873,10.800662
Peischlkopf,2913,47.0651559,10.7921137
Steinmanndl,2898,47.074547,10.789865
Vorderer Stupfarri,2870,47.08041,10.78616
Danzebell - Cima Dentrovalle,3110,46.779997,10.6344177
Niederjoch - Giogo Basso,2460,46.7030421,10.5946688
Piz Cotschen,3030,46.8131622,10.1769755
Salaaser Kopf,2744,46.9539885,10.3278196
Gamserrugg,2076,47.1582296,9.3333559
Mittlere Plattspitze,2680,47.3958052,10.9903473
Kastenkopf,2129,47.4318938,10.4715051
Grüner Kopf,2212,47.3541808,10.3818123
Jochspitz,2232,47.3543255,10.3835611
Knappenkopf,2071,47.4430829,10.4731457
Fuchskarspitze,2314,47.39108,10.4291
Hoher Ifen,2230,47.3546808,10.100211
Kesselspitz,2284,47.399985,10.434339
Hoher Kamm,2375,47.3936266,11.029522
Nördliche Fuchskarspitze,2252,47.39652,10.43043
Kleiner Wanner,2548,47.3963394,11.0397076
Zugspitzeck,2815,47.4175695,10.9723451
Lärchwand,2186,47.40684,10.43742
Ponten,2045,47.4857363,10.4513779
Hählekopf,2058,47.346631,10.070713
Butzenspitze,2547,47.228768,10.0744894
Warther Horn,2256,47.251725,10.1564079
Mittagsspitze,2370,47.241201,10.1964487
Kleine Rappenspitze,2412,47.2386051,10.1989437
Schlanterkopf,2524,47.0226814,10.6944633
Gamsköpfe,2806,47.0256175,10.7098805
Ober-Rauhekopf,2811,47.1724875,10.5334694
Schusterkogel,2207,47.349176,12.4985966
Muttlerkopf,2744,46.896049,10.6059763
Schönkarlespitze,2928,46.880004,10.6169067
Südlicher Seekarkopf,3059,46.872037,10.619188
Nauderer Hennesiglspitze - Monte Cantone,3045,46.864403,10.62419
Mataunkopf - Cima Mataun,2892,46.8478404,10.5810567
Unknown,2960,46.840898,10.5582236
Klopaier Spitze - Piz Clopai,2922,46.8372666,10.5461739
Bergkastelspitze - Cima Castello,2920,46.8468669,10.5563765
Kleine Vallüla,2643,46.9325072,10.1077148
Ballunspitze,2671,46.9552706,10.1349973
Grieskopf,2754,46.9828817,10.1715678
Zirmesspitze,2945,46.995412,10.68087
Pfroslkopf,3148,46.977603,10.6893531
Taufererkopf,3067,46.967865,10.685997
Tauferer Spitze,3047,46.96146,10.682405
Glockhaus,3101,46.956087,10.686102
Bergler Fernerkopf,3104,46.950423,10.682675
Arzkopf,2860,46.9523248,10.6674212
Serneskopf,2703,46.9739535,10.6560481
Feichtner Karlspitze,2916,47.0155504,10.7079423
Alter Mann,2887,47.011232,10.7113003
Kuppkarlesspitze,2992,46.9988654,10.7070113
Äußere Rifekarspitze,3001,46.9889878,10.7044956
Unknown,2980,46.9850636,10.6989185
Innere Rifekarspitze,3004,46.9828993,10.6982098
Schwarzkogel,2030,47.3686142,12.3439003
Hintere Hintereisspitze,3486,46.822634,10.7638613
Zinne,3381,46.82673,10.758507
Unknown,3143,46.8563848,10.6946346
Hintere Karlesspitze,3160,46.857925,10.693242
Weißseekopf,3046,46.8676509,10.6902404
Nasse Wand / Naßwandspitze,3092,46.868265,10.682063
Naßwandegg,3066,46.87057,10.677708
Unknown,3077,46.8702739,10.6726708
Hennesiglspitz - Punta della Gallina,3144,46.8754951,10.6673854
Rifflkarspitze,3219,46.90053,10.674398
Rotschragenspitze,3113,46.909578,10.661922
Rotschragenspitze (Vorgipfel),3113,46.912412,10.662605
Kaiserspitze,3090,46.9209643,10.6649012
Platzerspitze,3098,46.9257038,10.6671188
Hintere Gebhardspitze,3110,46.933067,10.675207
Vordere Gebhardspitze,3118,46.936218,10.67831
Schwarzseekopf,3132,46.937233,10.68362
Westlicher Hennesiglkopf - Croda Ovest della Gallina,3105,46.8687636,10.6557048
Oberplattkopf,2789,47.0476646,10.3012701
Fatlarspitze,2986,47.0520317,10.2867644
Seßladspitze,2906,47.0705129,10.2931023
Madaunspitze,2961,47.0763223,10.2973095
Kreuzjochspitze,2919,47.0792824,10.3060888
Beilstein,2749,47.0815068,10.3239028
Hohe Spitze,2796,47.091446,10.3462594
Kleingfallkopf,2440,47.1009192,10.4503298
Simeleskopf,2804,47.1765617,10.5023138
Mittlere Bocksgartenspitze,2941,47.1711079,10.4779916
Südliche Bocksgartenspitze,2939,47.1695886,10.478339
Stierlochkopf,2788,47.1792618,10.433182
Grießlspitze,2830,47.1836319,10.4353764
Parzinnspitze,2613,47.2390194,10.5757336
Tagkarkopf,2622,47.2285664,10.6096072
Bergwerkskopf,2728,47.2252337,10.6088322
Westlicher Maroikopf,2522,47.114759,10.1583218
Maroispitze,2548,47.1096517,10.1560918
Kogl,2505,47.1201856,10.3242123
Gamskarspitze,2621,47.116277,10.3233162
Hochkarkopf,2772,47.1143221,10.3137375
Riffelspitze,2936,47.0860024,10.2985058
Gsallkopf,3277,47.0380297,10.8051995
Rofelewand,3353,47.0324015,10.8184731
Hahnleskopf,2210,47.2287045,10.3154725
Innere Quellspitze - Cima della Sorgente di Dentro,3514,46.7882404,10.7307191
Gaishorn,2247,47.4697891,10.4759937
Hochjoch,2520,47.0660098,9.9883293
Zamangspitze,2386,47.0515391,9.9749026
Salaruelkopf,2841,47.0614067,9.6774508
Frastafaller Spitz,2568,47.0319118,10.0790701
Albonakopf,2482,47.0237811,10.123989
Fädnerspitze,2788,46.983687,10.1599238
Rote Wand,2704,47.1863146,9.9850901
Große Wildgrubenspitze,2753,47.1649798,10.1264411
Naafkopf,2571,47.0607725,9.6070544
Gümplespitze,2518,47.1943657,10.1968456
Roggspitze,2747,47.1653655,10.2091987
Valluga,2809,47.1575747,10.2130938
Wolfendorn - Spina del Lupo,2774,46.9841927,11.5377973
Geigenspitze - Cima Posta,2334,46.9938288,11.5282001
Rotjoch,2372,47.2096334,11.0684391
Zwieselbacher Rosskogel,3077,47.1634944,11.047831
Glattwang,2376,46.8808724,9.7143103
Hochfeiler - Gran Pilastro,3509,46.9724019,11.7275895
Kleiner Möseler - Piccolo Mèsule,3405,46.9914829,11.7866666
Möselernock,3297,46.9909324,11.794748
Rossruggspitz - Dosso di Cavallo,3298,46.9917841,11.8037412
IV. Hornspitz,3198,46.9984327,11.8401245
I. Hornspitz,3172,47.0001268,11.8523567
Schwarzenstein - Sasso Nero,3369,47.0100814,11.8740569
Östliche Floitenspitze - Cima di Floite Est,3154,47.0230684,11.9011099
Tribbachspitze - Punta di Rio Torbo,3267,47.0289394,11.9146361
Großer Löffler - Monte Lovello,3378,47.0325265,11.9156504
Keilbachspitz - Punta del Conio,3093,47.0334303,11.9469105
Kasseler Spitze,2952,47.0388831,11.9515221
Grüne Wand - Croda Verde,2947,47.0434667,11.9567057
Gfallenspitz - Punta del Cavallo,2964,47.0405362,11.9684859
Wollbachspitz - Punta di Valle,3210,47.0500485,11.9795303
Sonnwand,2852,47.0548191,12.0323873
Rauchkofel - Monte Fumo,3251,47.076046,12.0919742
Winkelkopf,2857,47.0732269,12.1189224
Südlicher Windbachspitz,2867,47.0773567,12.1335543
Dreiecker - Cima di Campo,2892,47.0806698,12.1360244
Hochfeld,2350,47.1836043,11.9248777
Gramaijoch,2017,47.4028537,11.5859531
Unknown,2526,47.399487,11.46382
Unknown,2545,47.4023135,11.461659
Birkkarspitze,2749,47.4112946,11.4376548
Piz Lischana,3105,46.7695118,10.345249
Unknown,3044,46.7633042,10.3508332
Piz Minschun,3068,46.8313641,10.2413945
Hüenerchopf,2171,47.024243,9.3275983
Gamsspitzl,2888,47.0993844,12.2688049
Steinjoch - Monte Sasso,2187,46.9951708,11.4699681
Kreuzjoch - Monte Croce,2242,46.9914267,11.4604613
Rosskopf - Monte Cavallo,2189,46.9144518,11.3840673
Piz Martegnas,2670,46.57723,9.5295262
Piz Cartas,2713,46.5691622,9.5142906
Obere Wettersteinspitze,2297,47.4269594,11.1910129
Piz Tschütta,3254,46.9036109,10.3438183
Ottenspitze,2192,47.054518,11.5474126
Isisizer Rosswis,2334,47.13327,9.3852
Selun,2205,47.1523857,9.2548743
Glockhauser,3021,46.8661462,10.6504159
Wölfeleskopf - Cima del Lupo,2903,46.8505997,10.5904715
Mitterlochspitz - Punta Luco di Mezzo,3176,46.7995216,10.6527936
Falbenairspitze - Punta di Val Benair,3199,46.8045368,10.6613128
Gaislachkogel,3056,46.9423363,10.9671463
Piz Blaisun,3200,46.6031885,9.8628832
Spi da Baselgia,2945,46.7171677,10.1281837
Tiefkarspitze,2430,47.4377328,11.3212433
Brunnsteinspitze,2180,47.4056113,11.2872676
Fluchtwand,2332,46.9261692,10.5115627
Schmalzkopf,2724,46.9314549,10.5359908
Labauner Köpfl,2207,46.9104224,10.5203083
Piz Lat,2808,46.8477844,10.468893
Kleine Angelus Spitze - L'Angelo Piccolo,3318,46.5580278,10.6482874
Hintere Schöntaufspitze - Punta Beltovo di Dentro,3325,46.5028467,10.6285696
Croda di Cengels - Tschenglser Hochwand,3375,46.5642975,10.629135
Kleiner Ifinger - Piccolo Ivigna,2554,46.6918629,11.2577275
Großer Ifinger - Picco Ivigna,2581,46.6922971,11.2566829
Vallesinspitze,2769,47.1814028,10.3000385
Elferspitze,2421,47.1920949,10.3100114
Zwölferspitze,2511,47.1870822,10.3048245
Pimig,2406,47.2247543,10.2735874
Fallersteisspitze,2634,47.1601472,10.2495343
Alplespleisspitze Südgipfel,2648,47.1969292,10.3432082
Piz Terri,3149,46.6000305,9.0340868
Fanellhorn,3123,46.5478322,9.1305778
Chilchalphorn,3039,46.5332704,9.1541863
Surettahorn - Pizzo Suretta,3027,46.5095342,9.3623964
Piz Calderas,3397,46.5364006,9.6959831
Piz d'Agnel,3205,46.5114307,9.7021543
Scalettahorn,3067,46.6934303,9.9423188
Zuckerhütl,3508,46.9643116,11.1537965
Schussgrubenkogel,3211,46.968463,11.1086161
Litnisschrofen,2068,47.4666309,10.5633024
Masnerkopf,2826,47.0125942,10.4730217
Hexenkopf,3034,47.0212165,10.4692811
Simmering,2096,47.2781227,10.8665958
Zunterkopf,2028,47.2738076,10.8609996
RauherKopf,2111,47.2630911,11.053565
Oberalpl,2613,47.2509392,11.0530275
Narrenkopf,2450,47.2601845,11.0695767
Hocheder,2796,47.2522684,11.0710747
Hühnereggen,2650,47.160475,11.1744805
Wenten,2640,47.1568575,11.1806097
Windegg,2570,47.1760824,11.1815067
Karlsgrat,2380,47.1622097,11.1859286
Arweswände,2500,47.1556525,11.1868071
Schafkogel,2560,47.1445901,11.2314289
Schwarze Wand,2780,47.1384231,11.2272247
Schaflegerkogel,2400,47.1549047,11.2369838
Angerbergkopf,2380,47.1628943,11.2380808
Breitschwemmkogel,2260,47.1756196,11.2443393
Grieskogel,2158,47.1881746,11.2450073
Sonntagsköpfl,2100,47.1666605,11.2631048
Steinkogel,2580,47.1393767,11.2591865
Schlicker Seespitze,2808,47.1452891,11.2729663
Riepenwand,2760,47.149059,11.274154
Große Ochsenwand,2700,47.1544487,11.2785197
Kleine Ochsenwand,2520,47.1600478,11.2790195
Schlicker Zinnen,2600,47.1681646,11.2856051
Hochtennspitze,2549,47.1711558,11.2901174
Pleisen,2250,47.1924045,11.2807835
Axamer Kögele,2097,47.2000717,11.277961
Widdersberg,2340,47.1802839,11.2977988
Schneiderspitze,2160,47.1852114,11.3082903
Pfriemeswand,2100,47.2012341,11.3277824
Höllkopf,2194,47.3417571,10.9181793
Entschenkopf,2043,47.4365673,10.3313126
Eggberg,2202,46.9577935,9.8289787
Zapfkopf,2288,47.016014,10.0411082
Grappeskopf,2205,47.0132294,10.028174
Spronser Rötelspitz - Cima Rosa di Sopranes,2625,46.720995,11.0941094
Mutspitze - Monte Muta,2291,46.7124727,11.121239
Im Hinteren Eis - Punta della Vedretta,3269,46.7934778,10.7822244
Rauhjochspitz - Monte Scabro,2926,46.8286255,11.1140058
Sefiarspitz - Monte Tavolino,2852,46.7724245,11.1048429
Zerminiger - Cima Cermigna,3110,46.6700622,10.8179158
Hohes Kreuzjoch - Monte Croce,2950,46.6776687,10.6599769
Litzer Spitz - Punta d'Alliz,3206,46.6875303,10.6869115
Madatschknott - Montaccio,3081,46.6782514,10.6765294
Adlerkopf,3045,46.8328981,10.7056322
Endkopf (Jaggl) - Cima Termine,2627,46.7921388,10.5654422
Hohe Weiße - Cima Bianca Grande,3277,46.7455839,11.0373396
Vordere Karlesspitze - Cima di Càrles Meridionale,3233,46.8527691,10.6932512
Krapfenkarspitz - Quaira Tonda,2711,46.9289695,11.2361457
Lazinser Rötelspitze - Cima Rosa di Sopranes,3038,46.7233875,11.0490698
Mittereggspitze - Punta di Mezzo,2909,46.7618951,10.6023765
Nockspitz - Cima del Dosso,3009,46.8432277,10.6843645
Pleisköpfl - Cima Plaies,2412,46.7791155,10.5616976
Stoanmandl - Ometto,2461,46.7395241,10.5817448
Tschigat - Gigot,2999,46.719869,11.0600507
Vermoi Spitze - Punta Vermoi,2929,46.6592446,10.8697752
Zunderspitz - Cima dell'Incendio,2380,46.9005916,11.2677126
Wildhauser Schafberg,2373,47.2294373,9.3520965
Wildhauser Schafberg (Vorgipfel),2363,47.2288386,9.3519232
Altmann,2435,47.239538,9.3715741
Gamsjoch Westgipfel,2438,47.4178377,11.5454456
Rittner Horn - Corno Renon,2260,46.6150404,11.4613455
Schwarzseespitze - Cima Lago Nero,2070,46.5961209,11.4529135
Falknis,2565,47.0504402,9.5640342
Vilan,2377,47.0125778,9.603173
Schafbergspitze - Cima delle Pecore,3306,46.5634775,10.6469718
Vertainspitze - Cima Vertana,3545,46.537427,10.6359581
Schildspitze / Punta dello Scudo,3461,46.5274901,10.6491766
Hohe Angelusspitze - L'Angelo Grande,3521,46.5449175,10.6483827
Äußere Pederspitze - Punta Peder di Fuori,3406,46.5292547,10.6708682
Schluderspitze - Punta di Slúder,3230,46.5478383,10.6997123
Laaser Spitze - Punta di Lasa,3305,46.5622611,10.717988
Glittner Joch - Giogo di Colletto,2191,46.725335,11.8299839
Nock - Cima del Dosso,2715,46.7168349,10.8315035
Larmkogel,3017,47.17408,12.4035074
Tguma,2165,46.7187329,9.3560126
Neunerkogel,2640,47.2003371,11.0329418
Zufrittspitze - Gioveretto,3439,46.5018817,10.7822601
Spitzmeilen,2501,47.0240531,9.2364844
Kleines Hasenohr,3136,46.5418442,10.8400505
Sandegg,2216,47.3595811,10.7010867
Kreuzjoch,2398,47.06072,9.9748403
Hoch Büel,2105,46.6696336,9.350701
Gürgaletsch,2441,46.7972091,9.5826587
Wissmeilen,2483,47.0258279,9.2300152
Wissgandstöckli,2488,46.9951688,9.24991
Hochalmkreuz,2192,47.4243045,11.4285387
Kleiner Peitlerkofel - Piccolo Sas de Pütia,2813,46.6578751,11.8159611
Maurer Berg - Monte Muro,2332,46.7043974,11.8211438
Villanderer Berg - Monte Villandro,2509,46.6585779,11.4190015
Krähe,2010,47.5527964,10.8252366
Großer Gabler - Monte Forca Grande,2574,46.6902465,11.7629974
Sechszinkenspitze,2213,47.2965653,10.1942681
Hahnenköpfle,2082,47.35783,10.10215
Seekogel,2412,47.2046409,10.4752891
Gressenstein,2216,47.3301373,12.0224576
Großer Beil,2309,47.3414855,12.0270465
Lämpersberg,2202,47.3557564,12.0252978
Seekopf,2189,47.3462375,12.0245088
Kleiner Beil,2197,47.3498344,12.0269567
Gedrechter,2217,47.2667793,11.8280287
Zwölfihorn,2744,46.8898738,9.1697158
Muttenbergen,2956,46.8438214,9.0369302
Muttenchopf,2482,46.8515946,9.0151076
Piz Darlux,2642,46.6228565,9.7959419
Tschimas Da Tisch,2872,46.6165729,9.8152223
Rinnenspitze,3000,47.0857209,11.1411997
Innere Sommerwand,3123,47.058479,11.1509164
Basslerjoch,2829,47.0712396,11.2098999
Grubigstein,2230,47.3827889,10.8421279
Oberer Rißkopf,2049,47.5488775,11.1852668
Bischof,2033,47.5404528,11.1757851
Galtberg,2537,46.7281908,10.4933699
Pizzo Tamborello,2667,46.5040355,9.310909
Monte Serra,3093,46.6106127,10.1067613
Cima Dei Buoi,2974,46.6034003,10.0995155
Pizzo Fier,3058,46.5976531,10.0977656
Monte Saliente,3047,46.584961,10.1027662
Punta dell'Acqua,3121,46.6109323,10.1390354
Corna Dei Cavalli,2990,46.582852,10.1188249
Corno Brusadella,2363,46.5806019,10.1438587
Il Motto,2712,46.568583,10.1271435
Frümsel,2263,47.1523229,9.2660518
Brisi,2279,47.1531901,9.2774244
Zuestoll,2235,47.1540996,9.2854794
Schibenstoll,2234,47.1543551,9.2954853
Hinterrugg,2306,47.1536351,9.3052536
Punta Cassana,3007,46.5669408,10.0852963
Pizzo Cassana,3070,46.5751247,10.0786601
Punta Tropione,2944,46.5771852,10.0953279
Cima Morteir,2704,46.5107969,10.0944542
Vetta Blesaccia,2795,46.5261532,10.0907973
Pizzo del Leverone,3051,46.5275144,10.0511866
Pizzo Cantone,2904,46.5032046,10.0818292
Corna Dei Gessi,2684,46.5054974,10.0687352
Monte Cotschen,3090,46.5101233,10.0428234
Monte Castelletto,2529,46.500489,10.1893739
Monte della Neve,2785,46.5089396,10.1493373
Monte Sponda,2558,46.5172124,10.1597877
Le Piazze,2459,46.5219384,10.1970004
Il Mottolino,2347,46.531985,10.1624233
Monte Crapene`,2430,46.5473843,10.1693244
Crap de la Parè,2390,46.5533944,10.1590307
Cima Paradiso,2888,46.594912,10.1968776
Cima del Fopel,2922,46.5960081,10.1494126
Pizzo Murtaruo,2918,46.6157179,10.1624724
Punta Lago Nero,2694,46.5177011,10.2204375
Pizzo Aguzzo,2570,46.5516223,10.236491
Monte Torraccia,2784,46.5393588,10.2093564
Cima di Pra` Grata,2789,46.5751707,10.2157673
Pizzo del Ferro,3031,46.5648897,10.196535
Monte La Tagliata,2161,46.6158864,10.23142
Monte delle Scale,2520,46.5018581,10.3246561
Monte Trela,2605,46.5087543,10.2701198
Cime di Plator,2910,46.5122767,10.2846796
Cima Doscopa`,2794,46.5223335,10.2579853
Monte Solena,2912,46.5333455,10.3340759
Piz Schumbraida,3124,46.542714,10.338229
Monte Cornaccia,3142,46.5494119,10.3081133
Piz Magliavachas,3088,46.5623508,10.2918713
Piz Mon'Ata,2938,46.5776326,10.269494
Monte Forcola,2896,46.5558713,10.3519471
Monte Scorluzzo,3094,46.5218846,10.4424515
Monte Braulio,2976,46.5324796,10.3877826
Monte Radisca,2967,46.5270165,10.3893043
Punta di Rims,2940,46.5440531,10.3962358
Monte Pedenolo,2783,46.5349022,10.3624292
Piz Umbrail,3033,46.550908,10.4158245
Reither Spitze,2374,47.3231505,11.2359573
Resciesa Dedora - Ausserraschötz - Rasciesa di Fuori,2283,46.6036704,11.6562969
Mastaunpichl - Monte Lavez,2290,46.7070362,10.8539288
Rappenseekopf,2469,47.2809839,10.2548226
Fürschießer,2271,47.32824,10.32983
Muttlerkopf,2368,47.3144134,10.3412333
Höfats Zweiter Gipfel,2258,47.3672021,10.3494627
Zafernhorn,2107,47.270185,9.925211
Wildes Gräshorn,2258,47.2713333,9.9683333
Wannenkopf,2006,47.313175,9.900372
Sünser Spitze,2061,47.303179,9.83475
Runder Kopf,2014,47.3334358,9.9364351
Ragazer Blanken,2051,47.304837,9.85242
Portlahorn,2010,47.290608,9.84977
Klippern,2066,47.316211,9.916066
Hohes Licht,2005,47.310697,9.876464
Hochblanken,2068,47.311782,9.869427
Annalper Stecken,2124,47.2784277,9.9700411
Glatthorn,2133,47.2652722,9.8799539
Arbiskogel,2048,47.2058032,12.0427668
Kirchspitze,2312,47.1915502,12.0431273
Isskogel,2263,47.2485159,12.0131724
Niederer Burgstall,2436,47.1353469,11.2883195
Secёda - Monte Seceda,2519,46.6005922,11.7257836
Fundusfeiler,3079,47.1124057,10.8703594
Laugen - Monte Luco,2434,46.5345684,11.0858434
Wannenspitze,2362,47.275375,10.4880672
Scheibler,2978,47.0586914,10.222036
Wetterkreuzkogel,2591,47.2054729,10.9499778
Mottakopf,2160,47.0861422,9.7185673
Panüelerkopf,2860,47.0667247,9.6795749
Felsenkopf,2835,47.0543812,9.7145787
Totalpköpfe,2580,47.0450675,9.714723
Schafköpfe,2806,47.0552976,9.6877399
Wildberg,2788,47.0677306,9.7022211
Zirmenkopf,2760,47.0567796,9.7198532
Kanzelköpfe,2371,47.042501,9.741435
Lüneregg,2297,47.0370659,9.7474748
Rossberg,2452,47.0470467,9.7668286
Kirchlispitzen,2552,47.0388624,9.7688122
Südl. Schafgafall,2414,47.0646804,9.7664176
Zaluandakopf,2437,47.0534037,9.7764773
Freschluakopf,2314,47.0585121,9.7867812
Seekopf,2698,47.0576247,9.7363525
Lamsenspitze,2508,47.3826816,11.5911944
Piz Cotschen,3026,46.5418613,10.4573786
Westlicher Wengenkopf,2235,47.42284,10.35032
Östlicher Wengenkopf,2207,47.42647,10.36175
Rotspitz,2034,47.4595011,10.369341
Kleiner Daumen,2197,47.4470862,10.3861731
Liechelkopf,2384,47.296087,10.179743
Lichtspitze,2356,47.3000883,10.5292454
Zirmspitze,2393,47.2950633,10.534419
Zirmebenjoch,2407,47.2939242,10.5384128
Karlesspitze,2378,47.2737556,10.4894397
Bretterspitze,2608,47.3330333,10.461487
Wildebnerspitze,2295,47.2578409,10.4371029
Leiterspitze,2750,47.2233058,10.5216607
Croda del Becco - Sas dla Porta - Seekofel,2810,46.6749918,12.0726392
Frühmesser,2233,47.2978365,12.2675483
Glasfelderkopf,2270,47.4029,10.43161
Greitjochspitze,2319,47.2245045,10.4057601
Vorderer Sonnenkogel,2204,47.2489079,10.3946942
